text,label
Продаю погрузчик 2016 года выпуска. Двигатель: Ellipsis. Наработка 7000 моточасов. Гидравлика в норме. Обучение оператора. Цена: До 10 млн. Звоните: +7 (XXX) XXX-XX-XX.,дизель
"Ellipsis — установлен на форвардер. Работает исправно. 2022, 8000 м/ч. Кардан в норме. Полный сервис.",дизель
"фрезер в наличии. 2022, 1000 м/ч. Ellipsis. Гидравлика в норме. Подходит для аренды. Звоните прямо сейчас!",дизель
"Сравните: Ellipsis vs аналоги — только у нас. лесовоз, 2015, 6000 м/ч. Работает без нареканий.",дизель
"Капитальный ремонт. Ellipsis на мини-погрузчик. 2021, 5100 м/ч. Гидравлика в норме. Гарантия 3 месяца. Договоримся.",дизель
Продаю вилочный погрузчик 2023 года выпуска. Двигатель: Ellipsis. Наработка 7500 моточасов. В отличном состоянии. Комплект документации. Цена: 12 500 000 руб.. Звоните: +7 (XXX) XXX-XX-XX.,дизель
"автогрейдер в наличии. 2015, 7500 м/ч. Ellipsis. Ходовая в сборке. Сертификат соответствия. Звоните прямо сейчас!",дизель
"Продается экскаватор в отличном состоянии. Ellipsis. Год: 2020, м/ч: 7000. Доставка по РФ. Цена договорная.",дизель
"После капитального ремонта. Ellipsis. харвестер, 1000 м/ч. Ходовая в сборке. 15 млн. Возможна доставка. Срочно!",дизель
Срочная продажа! погрузчик 2020 г.в. Ellipsis. Кабина целая. Сертификат соответствия. От 8 млн руб.. Срочно! Звонить до 21:00.,дизель
"Запчасти в наличии. мини-погрузчик с двигателем Ellipsis. 2020, 3500 м/ч. В отличном состоянии. Договоримся.",дизель
"Только у нас: экскаватор с двигателем Ellipsis. 2015, 1000 м/ч. Кардан в норме. Запчасти в наличии. 15 млн.",дизель
Новинка! трубоукладчик 2024 года с Ellipsis. Всего 2000 м/ч. Ходовая в сборке. Запчасти в наличии. Цена договорная.,дизель
"Сравните: Ellipsis vs аналоги — только у нас. мини-погрузчик, 2024, 2000 м/ч. После ТО.",дизель
"Продам трактор с двигателем Ellipsis. Год выпуска 2024, моточасов: 10000. Работает без нареканий. Сертификат соответствия. 12 500 000 руб..",дизель
"мини-погрузчик в наличии. 2018, 5100 м/ч. Ellipsis. После ТО. Запчасти в наличии. Звоните прямо сейчас!",дизель
"После капитального ремонта. харвестер, Ellipsis. 2016, 5000 м/ч. Кузов без коррозии. Обучение оператора. 12 500 000 руб..",дизель
"Спецпредложение! Ellipsis на мини-погрузчик. 2023, 2000 м/ч. Кузов без коррозии. Цена договорная.",дизель
"Собственник. комбайн 2019 г. Ellipsis. Сервисная книжка есть. Возможен обмен. Гидравлика, стрела, кабина — всё в рабочем состоянии. Цена договорная.",дизель
"Услуги по эксплуатации грейдер с двигателем Ellipsis. 2016, 1000 м/ч. Гидравлика в норме. Подробности: +7 (XXX) XXX-XX-XX.",дизель
"форвардер в наличии. 2021, 3500 м/ч. Ellipsis. Работает без нареканий. Комплект навесного оборудования. Звоните прямо сейчас!",дизель
"Двигатель: Ellipsis. Машина: харвестер. Год: 2021, наработка: 1000. Гидравлика в норме.",дизель
Продаю погрузчик 2021 года выпуска. Двигатель: Ellipsis. Наработка 2000 моточасов. Работает без нареканий. Обучение оператора. Цена: Договоримся. Звоните: +7 (XXX) XXX-XX-XX.,дизель
Продаю бульдозер 2015 года выпуска. Двигатель: Ellipsis. Наработка 3500 моточасов. В отличном состоянии. Гарантия 3 месяца. Цена: 12 500 000 руб.. Звоните: +7 (XXX) XXX-XX-XX.,дизель
"Двигатель Ellipsis прошел ТО. трубоукладчик 2023 года, наработка 5100 м/ч. Сервисная книжка есть.",дизель
"В наличии: вилочный погрузчик 2020, 7500 м/ч. Ellipsis. После ТО. Запчасти в наличии. Звоните прямо сейчас!",дизель
"После капитального ремонта. Ellipsis. трубоукладчик, 3000 м/ч. Ходовая в сборке. По запросу. Возможна доставка. Срочно!",дизель
"Только до конца месяца! Ellipsis на экскаватор, 2016, 5000 м/ч. Кузов без коррозии. Обучение оператора. Скидка при покупке.",дизель
"Капитальный ремонт. Ellipsis на автокран. 2020, 3000 м/ч. Без аварий. Возможен обмен. Договоримся.",дизель
Новинка! погрузчик 2020 года с Ellipsis. Всего 4000 м/ч. Ремонт недавно. Обучение оператора. Договоримся.,дизель
"В наличии: экскаватор-погрузчик 2015, 2000 м/ч. Ellipsis. Сервисная книжка есть. Доставка по РФ. Звоните прямо сейчас!",дизель
"Только до конца месяца! Ellipsis на комбайн, 2018, 7500 м/ч. Гидравлика в норме. Комплект документации. Цена договорная.",дизель
"Двигатель Ellipsis — надежный, проверенный временем. Машина: комбайн, год: 2020. В отличном состоянии.",дизель
"Техника автокран 2016 г., двигатель Ellipsis. 3500 моточасов. Ходовая в сборке. Обучение оператора.",дизель
"Спецпредложение! Ellipsis на самосвал. 2018, 4000 м/ч. В отличном состоянии. Договоримся.",дизель
"Капитальный ремонт. Ellipsis на экскаватор. 2023, 5100 м/ч. После ТО. Комплект документации. Цена договорная.",дизель
"Техника харвестер 2021 г., двигатель Ellipsis. 7500 моточасов. Гидравлика в норме. Запчасти в наличии.",дизель
"После капитального ремонта. погрузчик, Ellipsis. 2020, 5000 м/ч. Не требует вложений. Запчасти в наличии. 15 млн.",дизель
"Только до конца месяца! Ellipsis на экскаватор-погрузчик, 2019, 6000 м/ч. После ТО. Возможен обмен. До 10 млн.",дизель
Продам лесовоз. 2017 года выпуска. Наработка: 3000 моточасов. Ellipsis. В отличном состоянии. Комплект документации. Цена: 15 млн. Торг уместен. Звоните: +7 (XXX) XXX-XX-XX.,дизель
"Доставка по РФ. трубоукладчик, Ellipsis, 2019, 7000 м/ч. Ходовая в сборке. Комплект документации. По запросу.",дизель
"Собственник. форвардер 2020 г. Ellipsis. Полный сервис. Гидравлика, стрела, кабина — всё в рабочем состоянии. 12 500 000 руб..",дизель
Продаю автогрейдер 2020 года выпуска. Двигатель: Ellipsis. Наработка 8000 моточасов. Работает без нареканий. Полный сервис. Цена: Договоримся. Звоните: +7 (XXX) XXX-XX-XX.,дизель
"Двигатель: Ellipsis. Машина: самосвал. Год: 2021, наработка: 7500. Работает без нареканий.",дизель
"Доставка по РФ. фрезер, Ellipsis, 2024, 5000 м/ч. Ремонт недавно. Комплект навесного оборудования. Цена договорная.",дизель
"Собственник. трактор 2015 г. Ellipsis. Кузов без коррозии. Комплект навесного оборудования. Гидравлика, стрела, кабина — всё в рабочем состоянии. 15 млн.",дизель
"Техника экскаватор-погрузчик 2022 г., двигатель Ellipsis. 3000 моточасов. Не требует вложений. Комплект навесного оборудования.",дизель
"Продам трубоукладчик с двигателем Ellipsis. Год выпуска 2021, моточасов: 3500. Кардан в норме. Подходит для аренды. От 8 млн руб..",дизель
"Только у нас: комбайн с двигателем Ellipsis. 2019, 8000 м/ч. Работает без нареканий. Возможен обмен. Цена договорная.",дизель
"Не битая, не крашеная. автогрейдер, 2017. Ellipsis. Ремонт недавно. Полный сервис. 12 500 000 руб..",дизель
"Техника трубоукладчик 2020 г., двигатель Ellipsis. 6000 моточасов. Не требует вложений. Гарантия 3 месяца.",дизель
"Ellipsis — установлен на фрезер. Работает исправно. 2021, 5000 м/ч. Сервисная книжка есть. Гарантия 3 месяца.",дизель
"После капитального ремонта. мини-погрузчик, Ellipsis. 2017, 4200 м/ч. В отличном состоянии. Гарантия 3 месяца. От 8 млн руб..",дизель
"Двигатель: Ellipsis. Машина: форвардер. Год: 2016, наработка: 7500. Гидравлика в норме.",дизель
"Доставка по РФ. экскаватор, Ellipsis, 2020, 5100 м/ч. Без аварий. Комплект документации. 12 500 000 руб..",дизель
"Аренда трубоукладчик. Ellipsis, 2018, 5100 м/ч. После ТО. Обучение оператора. Цена: 12 500 000 руб..",дизель
"Доставка по РФ. грейдер, Ellipsis, 2020, 8000 м/ч. Гидравлика в норме. Комплект документации. До 10 млн.",дизель
"Спецпредложение! Ellipsis на погрузчик. 2016, 5000 м/ч. Сервисная книжка есть. От 8 млн руб..",дизель
"Двигатель: Ellipsis. Машина: автокран. Год: 2019, наработка: 5000. Кардан в норме.",дизель
Новинка! автогрейдер 2020 года с Ellipsis. Всего 4000 м/ч. Работает без нареканий. Сертификат соответствия. Скидка при покупке.,дизель
"Запчасти в наличии. автогрейдер с двигателем Ellipsis. 2017, 1000 м/ч. Ходовая в сборке. По запросу.",дизель
"После капитального ремонта. Ellipsis. трубоукладчик, 7000 м/ч. После ТО. По запросу. Возможна доставка. Срочно!",дизель
Продаю погрузчик 2018 года выпуска. Двигатель: Ellipsis. Наработка 3500 моточасов. Ремонт недавно. Полный сервис. Цена: По запросу. Звоните: +7 (XXX) XXX-XX-XX.,дизель
"Ellipsis — установлен на трактор. Работает исправно. 2015, 2000 м/ч. Не требует вложений. Комплект навесного оборудования.",дизель
"Запчасти в наличии. самосвал с двигателем Ellipsis. 2016, 1000 м/ч. Гидравлика в норме. Цена договорная.",дизель
"Сравните: Ellipsis vs аналоги — только у нас. форвардер, 2017, 5000 м/ч. Кардан в норме.",дизель
Срочная продажа! погрузчик 2018 г.в. Ellipsis. После ТО. Подходит для аренды. До 10 млн. Срочно! Звонить до 21:00.,дизель
"Капитальный ремонт. Ellipsis на самосвал. 2021, 4000 м/ч. Работает без нареканий. Полный сервис. От 8 млн руб..",дизель
Новинка! фрезер 2023 года с Ellipsis. Всего 4200 м/ч. Не требует вложений. Полный сервис. Цена договорная.,дизель
"Двигатель Ellipsis прошел ТО. комбайн 2019 года, наработка 7500 м/ч. Работает без нареканий.",дизель
"Двигатель Ellipsis — надежный, проверенный временем. Машина: экскаватор, год: 2024. Гидравлика в норме.",дизель
"погрузчик в наличии. 2023, 3500 м/ч. Ellipsis. Кабина целая. Запчасти в наличии. Звоните прямо сейчас!",дизель
"Техника в отличном состоянии. экскаватор, 2022. Ellipsis. Сертификат соответствия. Не битая, не крашеная. Один владелец. Цена договорная. Контакт: +7 (XXX) XXX-XX-XX.",дизель
"Посетите нас на выставке! фрезер с Ellipsis. 2018, 8000 м/ч. Кардан в норме. Обучение оператора. Цена договорная.",дизель
"Ellipsis — установлен на погрузчик. Работает исправно. 2016, 4000 м/ч. В отличном состоянии. Полный сервис.",дизель
"Сравните: Ellipsis vs аналоги — только у нас. трубоукладчик, 2020, 7000 м/ч. Кабина целая.",дизель
"Собственник. автокран 2019 г. Ellipsis. Комплект документации. Гидравлика, стрела, кабина — всё в рабочем состоянии. От 8 млн руб..",дизель
Новинка! харвестер 2019 года с Ellipsis. Всего 4000 м/ч. Сервисная книжка есть. Обучение оператора. По запросу.,дизель
Продаю экскаватор-погрузчик 2019 года выпуска. Двигатель: Ellipsis. Наработка 5100 моточасов. Сервисная книжка есть. Доставка по РФ. Цена: От 8 млн руб.. Звоните: +7 (XXX) XXX-XX-XX.,дизель
"Доставка по РФ. погрузчик, Ellipsis, 2017, 8000 м/ч. Ремонт недавно. Обучение оператора. По запросу.",дизель
"Техника в отличном состоянии. автокран, 2020. Ellipsis. Комплект документации. Не битая, не крашеная. Один владелец. По запросу. Контакт: +7 (XXX) XXX-XX-XX.",дизель
"После капитального ремонта. Ellipsis. вилочный погрузчик, 10000 м/ч. После ТО. От 8 млн руб.. Возможна доставка. Срочно!",дизель
"Не битая, не крашеная. автокран, 2023. Ellipsis. Сервисная книжка есть. Доставка по РФ. 15 млн.",дизель
"После капитального ремонта. Ellipsis. трубоукладчик, 10000 м/ч. Кабина целая. По запросу. Возможна доставка. Срочно!",дизель
"Не битая, не крашеная. вилочный погрузчик, 2023. Ellipsis. Кабина целая. Доставка по РФ. Цена договорная.",дизель
"Двигатель Ellipsis прошел ТО. экскаватор-погрузчик 2015 года, наработка 3500 м/ч. Кузов без коррозии.",дизель
"После ТО. грейдер 2015, Ellipsis, 3000 м/ч. Сервисная книжка есть. Сертификат соответствия. 15 млн.",дизель
"Техника в отличном состоянии. экскаватор-погрузчик, 2022. Ellipsis. Запчасти в наличии. Не битая, не крашеная. Один владелец. Цена договорная. Контакт: +7 (XXX) XXX-XX-XX.",дизель
"Техника в отличном состоянии. трубоукладчик, 2016. Ellipsis. Полный сервис. Не битая, не крашеная. Один владелец. 12 500 000 руб.. Контакт: +7 (XXX) XXX-XX-XX.",дизель
Продам комбайн. 2019 года выпуска. Наработка: 7000 моточасов. Ellipsis. Без аварий. Гарантия 3 месяца. Цена: По запросу. Торг уместен. Звоните: +7 (XXX) XXX-XX-XX.,дизель
Новинка! мини-погрузчик 2018 года с Ellipsis. Всего 8000 м/ч. Кабина целая. Комплект документации. Скидка при покупке.,дизель
"Техника бульдозер 2021 г., двигатель Ellipsis. 1000 моточасов. После ТО. Доставка по РФ.",дизель
"После капитального ремонта. Ellipsis. экскаватор-погрузчик, 5000 м/ч. Сервисная книжка есть. По запросу. Возможна доставка. Срочно!",дизель
"В наличии: автогрейдер 2017, 5000 м/ч. Ellipsis. Не требует вложений. Комплект навесного оборудования. Звоните прямо сейчас!",дизель
"Посетите нас на выставке! лесовоз с Ellipsis. 2015, 8000 м/ч. Кардан в норме. Возможен обмен. От 8 млн руб..",дизель
"Услуги по эксплуатации трубоукладчик с двигателем Ellipsis. 2020, 10000 м/ч. Гидравлика в норме. Подробности: +7 (XXX) XXX-XX-XX.",дизель
Продам харвестер. 2020 года выпуска. Наработка: 5100 моточасов. Ellipsis. Гидравлика в норме. Комплект навесного оборудования. Цена: 12 500 000 руб.. Торг уместен. Звоните: +7 (XXX) XXX-XX-XX.,дизель
"Техника в отличном состоянии. лесовоз, 2017. Ellipsis. Сертификат соответствия. Не битая, не крашеная. Один владелец. Цена договорная. Контакт: +7 (XXX) XXX-XX-XX.",дизель
"Собственник. комбайн 2020 г. Ellipsis. Ходовая в сборке. Обучение оператора. Гидравлика, стрела, кабина — всё в рабочем состоянии. 12 500 000 руб..",дизель
"Собственник. вилочный погрузчик 2015 г. Ellipsis. Гидравлика в норме. Обучение оператора. Гидравлика, стрела, кабина — всё в рабочем состоянии. Цена договорная.",дизель
Продаю вилочный погрузчик 2022 года выпуска. Двигатель: Ellipsis. Наработка 4000 моточасов. Работает без нареканий. Гарантия 3 месяца. Цена: По запросу. Звоните: +7 (XXX) XXX-XX-XX.,дизель
"Ellipsis — установлен на вилочный погрузчик. Работает исправно. 2017, 3000 м/ч. Кабина целая. Подходит для аренды.",дизель
"Двигатель: Ellipsis. Машина: грейдер. Год: 2015, наработка: 3000. Кардан в норме.",дизель
"Только до конца месяца! Ellipsis на погрузчик, 2024, 7500 м/ч. Кузов без коррозии. Возможен обмен. 12 500 000 руб..",дизель
"Только у нас: трактор с двигателем Ellipsis. 2022, 4200 м/ч. Сервисная книжка есть. Запчасти в наличии. До 10 млн.",дизель
"Продается трактор в отличном состоянии. Ellipsis. Год: 2017, м/ч: 3500. Комплект навесного оборудования. По запросу.",дизель
"После капитального ремонта. Ellipsis. форвардер, 1000 м/ч. Кардан в норме. До 10 млн. Возможна доставка. Срочно!",дизель
"После капитального ремонта. Ellipsis. мини-погрузчик, 2000 м/ч. Не требует вложений. 15 млн. Возможна доставка. Срочно!",дизель
"Только до конца месяца! Ellipsis на самосвал, 2018, 4200 м/ч. Кабина целая. Сертификат соответствия. 12 500 000 руб..",дизель
Продам форвардер 2019 г.в. Двигатель: Ellipsis. 7000 м/ч. После ТО. Сертификат соответствия. Цена: Скидка при покупке. Торг уместен. Звоните: +7 (XXX) XXX-XX-XX.,дизель
Срочная продажа! грейдер 2017 г.в. Ellipsis. Кабина целая. Запчасти в наличии. По запросу. Срочно! Звонить до 21:00.,дизель
"После капитального ремонта. харвестер, Ellipsis. 2021, 3000 м/ч. Сервисная книжка есть. Гарантия 3 месяца. Скидка при покупке.",дизель
"Двигатель: Ellipsis. Машина: экскаватор-погрузчик. Год: 2019, наработка: 7500. В отличном состоянии.",дизель
Продам бульдозер 2019 г.в. Двигатель: Ellipsis. 5100 м/ч. Без аварий. Доставка по РФ. Цена: По запросу. Торг уместен. Звоните: +7 (XXX) XXX-XX-XX.,дизель
"Только у нас: мини-погрузчик с двигателем Ellipsis. 2015, 7500 м/ч. Гидравлика в норме. Полный сервис. 15 млн.",дизель
