text,label
Бензиновый мотор,бензин
Бензин,бензин
Работает на бензине,бензин
Мотор на бензине,бензин
Бензиновый агрегат,бензин
Тип топлива — бензин,бензин
Двигатель на бензине,бензин
Силовая установка: бензин,бензин
Бензиновый ДВС,бензин
"Марка: ВАЗ, двигатель бензиновый",бензин
"Объём 2.0 л, бензин",бензин
"Бензин, 8 клапанов",бензин
Топливо: бензин АИ-95,бензин
Бензиновая силовая установка,бензин
"Honda бензин, 1.6 л",бензин
"УАЗ, Тип двигателя: Бензин, Объём: 2.7 л",бензин
"Тип двигателя: Бензин
Мощность: 128 л.с.
Экологический класс: Евро-4",бензин
"Бензин, 4 цилиндра, карбюратор",бензин
"Бензин, 4 цилиндра, инжектор",бензин
"Бензин, 6 цилиндров, V-образный",бензин
"Бензин, 8 цилиндров, V-образный",бензин
"Бензин, 12 цилиндров",бензин
"Бензин, роторный двигатель",бензин
"Бензин, W-образный двигатель",бензин
"Бензин, H-образный двигатель",бензин
"Бензин, с турбонаддувом",бензин
"Бензин, с механическим наддувом",бензин
"Бензин, с турбонаддувом и интеркулером",бензин
"Бензин, с турбонаддувом, интеркулером и промежуточным охлаждением",бензин
"Бензин, с прямым впрыском",бензин
"Бензин, с распределённым впрыском",бензин
"Бензин, с карбюратором",бензин
"Бензин, с топливной рампой",бензин
"Бензин, с топливным насосом",бензин
"Бензин, с топливным фильтром",бензин
"Бензин, с топливной системой",бензин
"Бензин, с системой охлаждения",бензин
"Бензин, с системой смазки",бензин
"Бензин, с системой впуска",бензин
"Бензин, с системой выпуска",бензин
"Бензин, с системой зажигания",бензин
"Бензин, с электронным управлением",бензин
"Бензин, с механическим управлением",бензин
"Бензин, с гидравлическим управлением",бензин
"Бензин, с пневматическим управлением",бензин
"Бензин, с электромагнитными форсунками",бензин
"Бензин, с пьезоэлектрическими форсунками",бензин
"Бензин, с топливной рампой высокого давления",бензин
"Бензин, с топливной системой высокого давления",бензин
"Бензин, с турбонаддувом, интеркулером и прямым впрыском",бензин
"Бензин, с турбонаддувом, интеркулером, прямым впрыском и изменяемыми фазами",бензин
"Бензин, с турбонаддувом, интеркулером, прямым впрыском, изменяемыми фазами и отключением цилиндров",бензин
Какой двигатель? Бензиновый.,бензин
Тип двигателя бензин?,бензин
"Лесовоз в отличном состоянии. Двигатель бензин, расход 18 л/100км.",бензин
Работает на бензине АИ-95,бензин
Мотор: бензин,бензин
"Бензиновый двигатель, 1.6 л",бензин
Тип ДВС: бензин,бензин
Используется бензин,бензин
АИ-92,бензин
АИ-95,бензин
АИ-98,бензин
Карбюраторный двигатель,бензин
Инжекторный мотор,бензин
"Бензин, высокая оборотистость",бензин
"Бензин, высокая мощность на литр",бензин
"Бензин, звук выхлопа",бензин
"Бензин, быстрый разгон",бензин
"Бензин, спортивный характер",бензин
"Бензин, для легковых автомобилей",бензин
"Бензин, для мотоциклов",бензин
"Бензин, для лодок",бензин
"Бензин, для авиации",бензин
"Бензин, для генераторов",бензин
"Бензин, для бензопил",бензин
"Бензин, для триммеров",бензин
"Бензин, для квадроциклов",бензин
"Бензин, для снегоходов",бензин
"Бензин, для катеров",бензин
"Бензин, для яхт",бензин
"Бензин, для моторных лодок",бензин
"Бензин, для скутеров",бензин
"Бензин, для мопедов",бензин
"Бензин, для гироскутеров",бензин
"Бензин, для бензиновых пил",бензин
"Бензин, для бензиновых триммеров",бензин
"Бензин, для бензиновых косилок",бензин
"Бензин, для бензиновых опрыскивателей",бензин
"Бензин, для бензиновых насосов",бензин
"Бензин, для бензиновых генераторов",бензин
"Бензин, для бензиновых компрессоров",бензин
"Бензин, для бензиновых сварочных аппаратов",бензин
Двигатель газовый,газ
Тип двигателя: газ,газ
Газовый мотор,газ
Газ,газ
Работает на газе,газ
Мотор на газе,газ
Газовый агрегат,газ
Тип топлива — газ,газ
Двигатель на газе,газ
Силовая установка: газ,газ
Газовый ДВС,газ
Газ/бензин,газ
"Газ, метан",газ
"Газ, пропан",газ
"Газ, сжиженный газ",газ
"Газ, природный газ",газ
"Газ, СПГ",газ
"Газ, КПГ",газ
"Газ, ГБО",газ
"Газ, газобаллонное оборудование",газ
"Газ, газовая установка",газ
"Газ, газовая система",газ
"Газ, газовая тяга",газ
"Газ, газовый двигатель",газ
"Газ, газовая силовая установка",газ
"Газ, газовый агрегат",газ
"Газ, газовая энергия",газ
"Газ, газовое топливо",газ
Работает на сжиженном газе,газ
Используется природный газ,газ
"Тип двигателя: Газ
Модель: ГАЗ-560
Мощность: 100 л.с.",газ
Форвардер с газовым двигателем. Пробег 12000 км.,газ
Газовое оборудование установлено,газ
Тип ДВС: газ,газ
Метан,газ
Пропан,газ
Сжиженный газ,газ
Работает на метане,газ
Двигатель с ГБО,газ
Газовая установка,газ
Топливо — пропан,газ
Природный газ,газ
Газ/бензиновая система,газ
Установлено газобаллонное оборудование,газ
Работает на пропане,газ
Тип топлива: метан,газ
Система ГБО 4 поколения,газ
Газ вместо бензина,газ
Двигатель под газ,газ
"Экономичный, газ",газ
"Экологичный, газ",газ
"Дешевое топливо, газ",газ
"Газ, низкие эксплуатационные расходы",газ
"Газ, для коммерческого транспорта",газ
"Газ, для маршрутных такси",газ
"Газ, для такси",газ
"Газ, для автобусов",газ
"Газ, для грузовиков",газ
"Газ, для магистральных перевозок",газ
"Газ, для городского транспорта",газ
"Газ, для общественного транспорта",газ
"Газ, для тяжелой техники",газ
"Газ, для промышленных нужд",газ
"Газ, для генераторов",газ
"Газ, для котельных",газ
"Газ, для отопления",газ
"Газ, для производства",газ
"Газ, для сельского хозяйства",газ
"Газ, для сельхозтехники",газ
"Газ, для оросительных систем",газ
"Газ, для насосных станций",газ
"Газ, для компрессорных станций",газ
"Газ, для газораспределительных станций",газ
"Газ, для газотранспортных систем",газ
"Газ, для газохранилищ",газ
"Газ, для газонаполнительных станций",газ
"Газ, для заправки автомобилей",газ
"Газ, для заправки техники",газ
"Газ, для заправки судов",газ
"Газ, для заправки самолетов",газ
"Газ, для заправки вертолетов",газ
"Газ, для заправки танкеров",газ
"Газ, для заправки барж",газ
"Газ, для заправки контейнеровозов",газ
"Газ, для заправки сухогрузов",газ
"Газ, для заправки пассажирских судов",газ
"Газ, для заправки грузовых судов",газ
"Газ, для заправки военных судов",газ
"Газ, для заправки рыболовецких судов",газ
"Газ, для заправки спасательных судов",газ
"Газ, для заправки буксиров",газ
"Газ, для заправки лоцманских судов",газ
"Газ, для заправки портовых судов",газ
"Газ, для заправки судов обеспечения",газ
"Газ, для заправки судов снабжения",газ
"Газ, для заправки судов связи",газ
"Газ, для заправки судов наблюдения",газ
"Газ, для заправки судов разведки",газ
"Газ, для заправки судов патрулирования",газ
"Газ, для заправки судов охраны",газ
"Газ, для заправки судов безопасности",газ
"Газ, для заправки судов спасения",газ
"Газ, для заправки судов эвакуации",газ
"Газ, для заправки судов медицинской помощи",газ
"Газ, для заправки судов санитарной обработки",газ
"Газ, для заправки судов дезинфекции",газ
"Газ, для заправки судов обеззараживания",газ
"Газ, для заправки судов дезинсекции",газ
"Газ, для заправки судов дератизации",газ
"Газ, для заправки судов санитарного контроля",газ
"Газ, для заправки судов ветеринарного контроля",газ
"Газ, для заправки судов фитосанитарного контроля",газ
"Газ, для заправки судов таможенного контроля",газ
"Газ, для заправки судов пограничного контроля",газ
"Газ, для заправки судов полиции",газ
"Газ, для заправки судов ФСБ",газ
"Газ, для заправки судов МЧС",газ
"Газ, для заправки судов МВД",газ
"Газ, для заправки судов ФСИН",газ
"Газ, для заправки судов ФСО",газ
"Газ, для заправки судов СВР",газ
"Газ, для заправки судов Россотрудничества",газ
"Газ, для заправки судов Минобороны",газ
"Газ, для заправки судов ВМФ",газ
"Газ, для заправки судов ВС РФ",газ
"Газ, для заправки судов ВКС",газ
"Газ, для заправки судов ВДВ",газ
"Газ, для заправки судов ВМФ РФ",газ
"Газ, для заправки судов ВМФ СССР",газ
"Газ, для заправки судов ВМФ СССР, ВМФ РФ",газ
Двигатель электрический,электро
Тип двигателя: электро,электро
Электромотор,электро
Работает от аккумуляторов,электро
Электрический привод,электро
Тип топлива: электричество,электро
Электро,электро
"Электродвигатель, 50 кВт",электро
Тип ДВС: электро,электро
Полностью электрический,электро
"Тип двигателя: Электро
Напряжение: 400 В
Ёмкость батареи: 60 кВтч",электро
Новый электрический погрузчик. Время работы 8 часов.,электро
Электричество,электро
Аккумулятор,электро
Батарея,электро
Электропривод,электро
Заряжается от сети,электро
Электромобиль,электро
Электрическая силовая установка,электро
Мотор на электричестве,электро
Тип топлива: электрическая энергия,электро
Работает от батареи,электро
Электродвигатель,электро
"Нет выхлопа, полностью электро",электро
Ёмкость аккумулятора 80 кВтч,электро
Электрический двигатель постоянного тока,электро
Зарядка через розетку,электро
Электроагрегат,электро
Тип: электро,электро
Электрическая тяга,электро
"Без ДВС, только электро",электро
Электромотор 100 кВт,электро
Питание от литий-ионных батарей,электро
Тяговый электродвигатель,электро
Тяговый мотор,электро
Электромотор с редуктором,электро
Электрическая трансмиссия,электро
Электродвигатель с инвертором,электро
Электрический двигатель переменного тока,электро
Асинхронный двигатель,электро
Синхронный двигатель,электро
Электромотор с контроллером,электро
Электромотор с системой охлаждения,электро
Электромотор с системой управления,электро
Электромотор с системой рекуперации,электро
Электромотор с системой безопасности,электро
Электромотор с системой диагностики,электро
Электромотор с системой мониторинга,электро
Электромотор с системой зарядки,электро
Электромотор с системой охлаждения батареи,электро
Электромотор с системой управления зарядом,электро
Электромотор с системой контроля температуры,электро
Электромотор с системой контроля напряжения,электро
Электромотор с системой контроля тока,электро
Электромотор с системой контроля мощности,электро
Электромотор с системой контроля состояния,электро
Электромотор с системой контроля износа,электро
Электромотор с системой контроля эффективности,электро
Электромотор с системой контроля безопасности,электро
Электромотор с системой контроля производительности,электро
Электромотор с системой контроля расхода,электро
Электромотор с системой контроля заряда,электро
Электромотор с системой контроля разряда,электро
Электромотор с системой контроля подзарядки,электро
Электромотор с системой контроля разогрева,электро
Электромотор с системой контроля охлаждения,электро
Электромотор с системой контроля вентиляции,электро
Электромотор с системой контроля давления,электро
Электромотор с системой контроля влажности,электро
Электромотор с системой контроля загрязнений,электро
Электромотор с системой контроля вибрации,электро
Электромотор с системой контроля шума,электро
Электромотор с системой контроля ускорения,электро
Электромотор с системой контроля торможения,электро
Электромотор с системой контроля тяги,электро
Электромотор с системой контроля скорости,электро
Электромотор с системой контроля угла поворота,электро
Электромотор с системой контроля направления,электро
Электромотор с системой контроля КПД,электро
Электромотор с системой контроля энергопотребления,электро
Электромотор с системой контроля расхода энергии,электро
Электромотор с системой контроля расхода топлива,электро
Электромотор с системой контроля расхода ресурса,электро
Электромотор с системой контроля износа деталей,электро
Электромотор с системой контроля технического состояния,электро
Электромотор с системой контроля обслуживания,электро
Электромотор с системой контроля диагностики,электро
Электромотор с системой контроля ремонта,электро
Электромотор с системой контроля замены,электро
Электромотор с системой контроля замены деталей,электро
Электромотор с системой контроля замены узлов,электро
Электромотор с системой контроля замены агрегатов,электро
Электромотор с системой контроля замены компонентов,электро
Электромотор с системой контроля замены систем,электро
Электромотор с системой контроля замены модулей,электро
Электромотор с системой контроля замены блоков,электро
Электромотор с системой контроля замены элементов,электро
Электромотор с системой контроля замены частей,электро
Электромотор с системой контроля замены комплектующих,электро
Электромотор с системой контроля замены расходных материалов,электро
Электромотор с системой контроля замены фильтров,электро
Электромотор с системой контроля замены масел,электро
Электромотор с системой контроля замены жидкостей,электро
Электромотор с системой контроля замены шлангов,электро
Электромотор с системой контроля замены трубок,электро
Электромотор с системой контроля замены кабелей,электро
Электромотор с системой контроля замены проводов,электро
Электромотор с системой контроля замены разъемов,электро
Электромотор с системой контроля замены соединений,электро
Электромотор с системой контроля замены креплений,электро
Электромотор с системой контроля замены болтов,электро
Электромотор с системой контроля замены гаек,электро
Электромотор с системой контроля замены шайб,электро
Электромотор с системой контроля замены пружин,электро
Электромотор с системой контроля замены уплотнений,электро
Электромотор с системой контроля замены сальников,электро
Двигатель гибридный,гибридный
Тип двигателя: гибридный,гибридный
Гибридная силовая установка,гибридный
Комбинированный двигатель,гибридный
Гибрид: дизель + электро,гибридный
Тип топлива: гибрид,гибридный
Гибридный привод,гибридный
ДВС + электромотор,гибридный
Тип ДВС: гибридный,гибридный
Система гибридная,гибридный
"Тип двигателя: Гибридный
Дизель: 150 л.с.
Электромотор: 50 кВт",гибридный
Продам гибридный экскаватор. Экономия топлива 30%.,гибридный
Гибрид,гибридный
Дизель-электро,гибридный
Бензин + электро,гибридный
Комбинированная установка,гибридный
Гибридная система,гибридный
Два источника энергии,гибридный
Электромотор и ДВС,гибридный
Гибридная тяга,гибридный
Тип: гибрид,гибридный
Силовой агрегат: гибрид,гибридный
Гибридный двигатель,гибридный
Работает на топливе и электричестве,гибридный
Экономичный гибрид,гибридный
Гибридная силовая схема,гибридный
ДВС + аккумулятор,гибридный
Гибридная установка,гибридный
Тип топлива: комбинированный,гибридный
Гибрид: бензин + электро,гибридный
Система рекуперации энергии,гибридный
Гибрид с турбонаддувом,гибридный
Гибридная трансмиссия,гибридный
Гибрид с автоматической коробкой,гибридный
Гибрид с механической коробкой,гибридный
Гибрид с вариатором,гибридный
Гибрид с редуктором,гибридный
Гибрид с инвертором,гибридный
Гибрид с контроллером,гибридный
Гибрид с системой охлаждения,гибридный
Гибрид с системой управления,гибридный
Гибрид с системой диагностики,гибридный
Гибрид с системой безопасности,гибридный
Гибрид с системой мониторинга,гибридный
Гибрид с системой зарядки,гибридный
Гибрид с системой охлаждения батареи,гибридный
Гибрид с системой управления зарядом,гибридный
Гибрид с системой контроля температуры,гибридный
Гибрид с системой контроля напряжения,гибридный
Гибрид с системой контроля тока,гибридный
Гибрид с системой контроля мощности,гибридный
Гибрид с системой контроля состояния,гибридный
Гибрид с системой контроля износа,гибридный
Гибрид с системой контроля эффективности,гибридный
Гибрид с системой контроля безопасности,гибридный
Гибрид с системой контроля производительности,гибридный
Гибрид с системой контроля расхода,гибридный
Гибрид с системой контроля заряда,гибридный
Гибрид с системой контроля разряда,гибридный
Гибрид с системой контроля подзарядки,гибридный
Гибрид с системой контроля разогрева,гибридный
Гибрид с системой контроля охлаждения,гибридный
Гибрид с системой контроля вентиляции,гибридный
Гибрид с системой контроля давления,гибридный
Гибрид с системой контроля влажности,гибридный
Гибрид с системой контроля загрязнений,гибридный
Гибрид с системой контроля вибрации,гибридный
Гибрид с системой контроля шума,гибридный
Гибрид с системой контроля ускорения,гибридный
Гибрид с системой контроля торможения,гибридный
Гибрид с системой контроля тяги,гибридный
Гибрид с системой контроля скорости,гибридный
Гибрид с системой контроля угла поворота,гибридный
Гибрид с системой контроля направления,гибридный
Гибрид с системой контроля КПД,гибридный
Гибрид с системой контроля энергопотребления,гибридный
Гибрид с системой контроля расхода энергии,гибридный
Гибрид с системой контроля расхода топлива,гибридный
Гибрид с системой контроля расхода ресурса,гибридный
Гибрид с системой контроля износа деталей,гибридный
Гибрид с системой контроля технического состояния,гибридный
Гибрид с системой контроля обслуживания,гибридный
Гибрид с системой контроля диагностики,гибридный
Гибрид с системой контроля ремонта,гибридный
Гибрид с системой контроля замены,гибридный
Гибрид с системой контроля замены деталей,гибридный
Гибрид с системой контроля замены узлов,гибридный
Гибрид с системой контроля замены агрегатов,гибридный
Гибрид с системой контроля замены компонентов,гибридный
Гибрид с системой контроля замены систем,гибридный
Гибрид с системой контроля замены модулей,гибридный
Гибрид с системой контроля замены блоков,гибридный
Гибрид с системой контроля замены элементов,гибридный
Гибрид с системой контроля замены частей,гибридный
Гибрид с системой контроля замены комплектующих,гибридный
Гибрид с системой контроля замены расходных материалов,гибридный
Гибрид с системой контроля замены фильтров,гибридный
Гибрид с системой контроля замены масел,гибридный
Гибрид с системой контроля замены жидкостей,гибридный
Гибрид с системой контроля замены шлангов,гибридный
Гибрид с системой контроля замены трубок,гибридный
Гибрид с системой контроля замены кабелей,гибридный
Гибрид с системой контроля замены проводов,гибридный
Гибрид с системой контроля замены разъемов,гибридный
Гибрид с системой контроля замены соединений,гибридный
Гибрид с системой контроля замены креплений,гибридный
Гибрид с системой контроля замены болтов,гибридный
Гибрид с системой контроля замены гаек,гибридный
Гибрид с системой контроля замены шайб,гибридный
Гибрид с системой контроля замены пружин,гибридный
Гибрид с системой контроля замены уплотнений,гибридный
Гибрид с системой контроля замены сальников,гибридный
Двигатель работает на этаноле,этанол
Тип двигателя: этанол,этанол
Этаноловый мотор,этанол
Топливо: этанол,этанол
Двигатель под этанол,этанол
"Этанол, биотопливо",этанол
"Тип двигателя: Этанол
Мощность: 110 л.с.",этанол
Этанол,этанол
Биоэтанол,этанол
E85,этанол
Топливо — этанол,этанол
Работает на биоэтаноле,этанол
Этаноловый двигатель,этанол
Мотор под E85,этанол
Двигатель для этанола,этанол
Биотопливо: этанол,этанол
Этанол вместо бензина,этанол
Тип топлива: биоэтанол,этанол
Этаноловая установка,этанол
Силовой агрегат под этанол,этанол
Этанол 100%,этанол
Двигатель FlexFuel (этанол),этанол
Этанол как топливо,этанол
Марка топлива: этанол,этанол
"Этанол, возобновляемое топливо",этанол
Двигатель на биоэтаноле,этанол
Этанол — альтернатива бензину,этанол
Топливная система под этанол,этанол
"Этанол, экологичное топливо",этанол
Этаноловый ДВС,этанол
